Time (s),AF1,AF2,AF7,AF8,AFZ,C1,C2,C3,C4,C5,C6,CP1,CP2,CP3,CP4,CP5,CP6,CPZ,CZ,F1,F2,F3,F4,F5,F6,F7,F8,FC1,FC2,FC3,FC4,FC5,FC6,FCZ,FP1,FP2,FPZ,FT7,FT8,FZ,O1,O2,OZ,P1,P2,P3,P4,P5,P6,P7,P8,PO1,PO2,PO7,PO8,POZ,PZ,T7,T8,TP7,TP8,X,Y,nd
0.921875,-0.682,1.129,11.464,3.164,-0.987,-0.641,2.747,-14.435,0.539,9.969,-1.19,5.554,0.142,9.867,-2.289,12.838,10.468,2.94,40.253,1.058,-0.448,7.721,0.478,9.267,-3.489,14.821,15.961,3.754,-0.977,7.192,-1.963,2.94,0.926,-0.417,4.751,-0.142,1.699,8.392,11.81,-1.536,0.092,-1.129,-1.709,3.011,-1.933,4.069,-3.316,3.377,-3.886,2.523,-5.28,1.658,-2.36,5.859,16.388,-1.872,0.621,9.308,4.415,8.24,-4.547,19.145,20.732,5.259
0.92578125,0.295,6.012,3.652,1.211,-0.498,-1.129,4.211,-9.064,5.91,5.575,-1.678,5.554,-0.346,9.867,-2.289,14.303,3.632,2.94,37.811,2.035,-0.936,9.186,0.966,8.779,-5.931,7.497,7.172,3.754,-0.977,7.192,-4.405,1.475,-0.051,0.071,-0.132,-5.514,5.605,-9.674,12.787,-1.048,1.556,0.336,0.244,3.011,-0.956,3.092,-2.828,2.401,-1.933,1.546,-2.35,2.146,-0.895,5.371,7.111,-0.407,1.109,6.866,11.739,5.31,-2.106,15.727,18.29,0.376
0.9296875,1.76,7.965,-4.161,3.652,-0.01,3.754,3.235,7.05,9.328,2.645,-1.678,5.066,-0.346,8.403,-2.289,16.256,5.585,3.428,36.835,1.546,-2.889,7.721,-0.987,8.779,-8.372,2.126,-2.106,2.777,-2.441,5.727,-3.916,0.987,-1.516,-0.417,-2.574,-5.025,6.582,-8.209,6.927,-1.048,2.533,1.801,2.197,3.011,0.02,2.116,-1.851,2.401,-0.468,3.499,1.556,3.123,2.035,-12.207,0.763,1.058,3.062,6.866,12.227,5.31,0.336,13.285,17.802,-2.065
0.93359375,3.225,6.012,-6.602,9.511,-0.498,7.66,3.235,2.167,5.91,4.11,-0.702,4.578,0.631,5.961,-0.336,0.142,3.143,3.916,37.811,0.081,-4.842,4.303,-4.893,8.779,-9.349,2.126,-6.5,0.824,-2.93,3.774,-0.01,2.94,-2.981,-0.905,-1.109,1.322,3.164,6.927,-0.397,-2.024,3.998,3.754,4.15,3.988,1.973,2.604,0.59,4.354,1.485,6.917,3.998,3.611,3.988,7.324,-1.678,2.523,4.527,11.261,6.368,8.728,2.777,13.774,17.802,-1.088
0.9375,3.713,0.153,-2.207,13.418,-1.475,2.289,0.305,1.19,-9.226,7.039,0.275,4.089,1.607,3.031,1.617,14.303,-2.228,4.405,39.276,-1.872,-4.842,0.397,-6.358,8.291,-5.931,6.521,-5.524,-0.153,-2.441,2.797,3.408,8.799,-2.981,-1.394,2.309,8.158,-0.254,18.158,-4.791,-3.001,4.486,4.73,4.639,5.452,2.95,3.581,2.543,6.795,2.95,7.894,3.998,4.588,4.476,6.836,11.993,3.499,4.527,16.632,-0.956,11.658,2.777,15.727,17.314,2.818
0.94140625,4.201,-4.242,7.558,12.929,-1.475,1.312,4.7,-0.275,11.77,9.969,1.251,3.601,2.584,1.078,3.082,-8.158,9.003,3.916,39.764,-2.36,-2.889,-1.556,-4.893,6.826,1.882,11.403,-4.059,-0.153,-0.977,4.262,3.896,13.682,-1.027,-1.394,6.215,11.088,0.722,17.181,-3.815,-3.001,3.51,4.242,3.662,4.964,2.95,4.557,3.52,7.284,2.462,4.964,2.045,4.1,3.011,-4.395,-0.214,3.011,3.55,18.097,-5.351,12.146,1.801,17.192,14.872,6.724
0.9453125,3.225,-4.242,17.812,9.023,-0.987,6.683,2.258,6.073,3.469,10.946,2.228,3.113,2.584,1.567,3.082,10.396,-3.693,3.428,40.253,-1.872,-0.448,0.885,-0.498,4.384,11.159,13.357,-3.571,1.312,0.0,6.704,1.455,13.682,1.902,-0.417,8.657,9.623,5.605,12.299,0.58,-2.024,2.045,2.777,1.709,3.988,1.973,4.069,2.543,5.33,1.485,0.081,-0.885,3.123,1.058,7.324,-17.792,1.058,2.085,14.191,-4.862,11.169,-0.153,18.168,12.431,9.654
0.94921875,2.248,0.153,24.16,7.558,-0.01,2.289,4.211,-1.251,3.469,10.946,3.204,3.113,1.607,4.008,2.106,-0.346,5.585,3.428,40.253,0.081,0.529,4.791,3.408,3.408,14.577,13.357,-3.082,3.265,0.488,8.169,-1.475,8.799,4.832,0.071,10.61,5.717,10.976,11.81,3.998,-0.559,1.556,1.801,0.244,3.499,0.997,3.092,0.59,2.889,0.02,-0.895,-1.373,2.146,1.058,8.789,12.97,-0.407,2.085,9.796,-1.444,10.681,-0.641,18.656,13.407,11.119
0.953125,0.295,5.524,26.113,12.441,0.966,11.566,-1.16,25.604,2.492,10.946,3.204,3.601,0.631,6.449,0.641,16.256,-0.275,3.428,40.741,2.035,-0.448,8.698,3.408,4.384,9.694,14.333,0.336,3.265,-0.488,6.704,-1.475,1.475,5.809,0.559,12.075,3.764,12.441,17.181,4.486,0.417,2.045,1.801,1.221,3.499,0.509,2.604,-0.875,1.912,-0.956,3.011,-0.397,2.635,2.035,-19.043,-9.003,0.081,3.062,9.796,2.462,13.123,-0.153,18.656,17.802,12.095
0.95703125,-1.17,6.989,23.671,21.23,1.455,5.219,1.77,4.12,-6.297,11.922,2.716,4.578,0.631,7.914,0.153,2.096,3.143,3.428,40.741,2.523,-1.912,9.674,-0.498,7.314,-1.536,16.774,8.148,2.777,-1.953,3.774,-0.01,-3.408,4.344,0.559,12.563,7.182,10.0,19.135,3.021,0.417,3.998,3.265,3.662,4.964,0.997,3.581,-0.387,2.889,0.02,9.847,0.58,4.1,3.011,9.766,11.505,1.546,4.038,14.679,4.415,18.494,1.801,18.656,23.173,12.095
0.9609375,-1.658,4.059,17.324,28.554,0.478,3.265,4.7,-3.693,6.399,11.434,1.74,4.578,1.119,6.449,1.129,-2.787,4.608,3.916,40.253,2.523,-2.889,8.698,-4.893,9.755,-10.813,19.216,16.449,1.312,-2.441,2.797,1.455,-2.431,1.902,0.071,10.61,12.065,8.535,13.763,3.021,-0.559,5.951,3.754,5.127,5.941,1.973,5.046,1.078,5.33,1.485,14.73,1.068,5.076,2.523,6.836,2.228,2.523,4.038,19.562,3.438,19.958,2.777,19.145,24.15,11.119
0.96484375,0.295,-0.336,9.511,27.089,-0.498,12.054,0.305,19.745,10.305,8.993,1.74,4.578,2.096,4.496,2.594,31.881,-8.575,3.916,39.764,2.035,-1.912,7.233,-5.87,9.755,-11.302,17.751,20.355,1.801,-0.977,5.239,1.943,2.94,-0.051,0.071,8.169,15.483,9.511,2.533,5.463,-1.048,5.463,3.265,4.639,5.452,1.973,5.534,2.543,7.284,2.95,14.73,0.092,5.076,1.058,-20.02,-12.909,1.546,2.574,18.097,0.509,14.587,2.289,18.168,20.243,8.677
0.96875,2.736,-2.777,1.699,15.859,-0.498,-0.641,-0.183,2.167,-2.391,4.598,2.716,3.601,1.607,4.008,3.082,15.279,10.956,2.94,39.276,2.035,0.529,6.256,-1.963,7.314,-3.489,10.915,16.937,3.265,0.488,8.657,2.431,6.846,-1.027,0.559,4.751,12.553,9.511,-5.28,6.927,-0.071,3.021,2.289,2.686,3.988,1.485,4.069,2.055,7.284,3.438,9.847,0.092,2.635,-0.895,12.695,9.064,-0.407,1.597,8.82,-2.421,3.357,0.824,16.215,11.454,5.259
0.97265625,4.201,-0.824,-2.207,0.722,0.478,12.543,-0.671,28.046,-10.203,1.18,3.204,3.113,1.119,4.985,2.594,2.584,-11.993,2.452,37.811,2.035,2.482,6.256,3.896,4.384,5.3,2.126,7.66,4.73,1.465,10.122,3.408,5.381,-0.051,1.536,2.797,5.229,6.582,-5.28,3.998,0.905,0.58,0.336,-0.244,2.523,-0.468,2.116,0.59,4.842,2.462,3.988,1.068,0.682,-0.895,-11.23,-4.608,-1.872,1.109,-3.387,-3.398,-6.897,0.336,13.774,4.618,2.818
0.9765625,3.713,3.571,-2.207,-10.02,0.966,-2.106,4.211,-18.341,7.863,-0.285,2.716,3.601,0.631,6.938,1.617,6.002,1.19,2.94,35.858,2.035,2.97,6.744,8.779,2.92,9.206,-4.222,-2.594,4.73,1.465,7.68,3.896,-0.966,1.902,1.536,2.797,-2.584,0.234,1.068,-1.373,1.394,-0.885,0.336,-1.221,1.546,-0.956,1.139,-0.875,1.912,0.02,0.57,2.045,-0.295,-0.407,0.488,-4.12,-2.36,1.597,-9.735,-0.468,-9.827,1.312,10.844,3.153,2.33
0.98046875,1.272,5.035,1.211,-10.997,0.966,1.801,0.305,-1.251,-1.414,-0.285,0.275,4.578,0.142,8.891,0.153,15.767,8.026,3.428,33.417,1.546,2.482,5.768,8.779,4.873,5.788,-4.71,-9.43,2.777,0.488,3.286,2.92,-6.826,2.391,0.559,3.286,-6.49,-3.672,6.927,-5.768,0.905,-0.397,0.336,-0.732,2.035,-0.956,1.139,-1.363,0.936,-1.444,0.081,2.045,0.193,0.081,7.812,3.693,-1.872,2.574,-6.805,4.903,-3.967,3.265,8.891,6.571,3.306
0.984375,-0.682,4.059,5.117,-2.696,0.966,4.242,0.793,0.214,-2.879,0.692,-1.678,5.554,0.631,9.379,0.153,18.209,-7.111,3.916,31.464,1.058,1.017,4.303,5.361,8.291,-0.559,0.661,-10.406,1.312,-0.488,0.356,0.478,-5.849,1.414,0.559,3.774,-4.049,-1.719,8.881,-4.791,0.417,0.58,0.824,0.244,3.011,0.02,2.604,-1.363,1.424,-1.444,0.081,0.092,1.658,-0.407,-3.418,3.693,-0.895,2.085,2.96,9.786,6.775,4.242,8.891,12.431,4.283
0.98828125,-0.193,2.106,8.046,9.511,0.478,9.613,-0.183,11.932,-5.32,2.645,-2.655,5.554,0.631,8.891,0.153,-4.252,1.19,4.405,30.975,1.546,0.529,3.326,-0.01,10.244,-4.466,7.009,-7.477,0.336,-0.977,0.844,-0.987,1.475,-0.539,0.559,4.262,2.787,5.605,8.392,-2.35,0.417,0.58,-0.153,0.244,3.499,0.509,3.092,-0.875,2.889,-0.956,0.081,-2.838,1.658,-1.872,6.836,-3.143,-0.895,1.597,11.261,10.763,14.587,2.777,11.82,15.849,4.771
0.9921875,3.225,1.617,10.0,18.789,2.431,-4.547,5.676,-11.505,11.77,5.575,-1.678,4.578,0.142,7.426,0.153,0.631,12.909,3.916,32.44,2.523,0.529,3.815,-4.405,10.732,-3.489,11.403,-1.617,1.312,-0.977,4.262,-0.498,9.776,-1.516,1.048,5.727,9.623,13.418,8.392,-0.397,1.394,0.58,-0.641,-0.244,3.011,0.02,2.604,-0.387,3.866,0.02,1.058,-3.815,0.682,-1.872,-2.93,-0.214,-1.383,0.621,14.191,6.856,16.052,-0.153,17.68,16.337,6.236
0.99609375,7.619,4.059,11.464,21.23,5.361,5.219,0.305,2.655,-2.879,10.457,0.763,3.601,-0.346,5.473,0.153,-1.322,-14.923,2.94,34.882,4.964,1.506,5.768,-5.381,9.755,1.394,12.868,4.242,3.265,-0.488,7.192,2.431,10.752,-1.027,1.536,8.169,13.041,16.347,10.345,0.58,3.347,0.092,-1.129,-0.244,2.035,0.02,1.628,-0.387,3.866,0.02,2.523,-1.862,-0.295,-0.407,-3.418,-13.885,-1.872,1.109,11.749,1.485,13.123,-2.594,23.539,14.872,8.677
